网站名,类别,商家名称,地址,人均消费,缩略图,评分
美团,美食,绝品牛排西餐厅（金尚俊园店）,盘龙区白云路与万宏路交叉口金尚俊园2幢1楼商铺F1-1号（售楼部旁）,99,http://p0.meituan.net/600.600/mogu/4d519b8783b5f21bebad3e86a92075a2725122.png,4.4
美团,美食,钢镚龙虾馆,盘龙区金星路9号,55,https://img.meituan.net/600.600/msmerchant/e6ad68c6ab9e62e62b4420590ba2161439467.jpg,5
美团,美食,在蜀里老火锅（万宏店）,盘龙区万宏路163号如家酒店下面,60,http://p0.meituan.net/600.600/mogu/d57d22180e8d078cf0bca9df776c408a52230.jpg,3.8
美团,美食,田纳之家,盘龙区北京路金色年华A座607室,18,http://p0.meituan.net/600.600/mogu/948b59a44f4dcb7f5256d6be2ccb1e9482803.jpg,5
美团,美食,粥员外,盘龙区小坝路金尚俊园c座2号商铺,9,http://p1.meituan.net/600.600/mogu/b9311b9a759f907467be7ab1a3af6d6a512631.jpg,4.8
美团,美食,雪兰鲜奶屋（莱香店）,盘龙区苑南巷与金星路交叉口西南50米,13,http://p0.meituan.net/600.600/mogu/bff2185028b9341644c54d0c015ce98f20482.jpg,3.5
美团,美食,雪兰社区鲜奶亭（锦悦四季店）,盘龙区王旗营路锦悦四季9栋旁,25,http://p0.meituan.net/600.600/mogu/a863c92578d076f5b68aa6f3ab7b5fd978319.jpg,3.5
美团,美食,贡茶（金星店）,盘龙区金江路金星广场同德西门旺角美食基地1号,10,http://p0.meituan.net/600.600/mogu/2b07a5a89c5dcb771dca6e034da7cfc338060.jpg,5
美团,美食,乌泷（金星店）,盘龙区金江路58号,12,https://img.meituan.net/600.600/msmerchant/a1e209dade266b4f60eb715640c46fe4746047.jpg,5
美团,美食,雪兰鲜奶屋（优璇店）,盘龙区金星小区金江路41号商埔,12,http://p0.meituan.net/600.600/deal/7b7aeff42003ad43da9052a1faac8aa214731.jpg,3
美团,美食,石屏土鸡米线,盘龙区苑西巷与金江路交叉口南50米,15,http://p0.meituan.net/feop/d91337976e8f9540e31caaff3eeffd3c57619.png@600w_600h_1l,0
美团,美食,过把瘾火锅店,盘龙区金星路47号,30,https://img.meituan.net/600.600/msmerchant/d1914486575040f72623eef034c5a6492343161.jpg,5
美团,美食,六号商店·缅甸活螃蟹,盘龙区颐园路金星小区商网A19号附六号,70,http://p1.meituan.net/600.600/mogu/3a1fa5059c2824396d441b8f660eb3a290618.jpg,3.5
美团,美食,宣威山野人家（金尚俊园店）,盘龙区金尚俊园10幢1-2层17号,32,http://p1.meituan.net/600.600/mogu/d0a466809cdb89af33fe48752b8212c0106878.jpg,4.3
美团,美食,极上优味,盘龙区白云路金色年华苗老酸旁,20,http://p1.meituan.net/600.600/waimaipoi/21c4d6c16d9524ca0ffe9fd13ce93c45240994.jpg,3.9
美团,美食,肯德基（白云店）,盘龙区北京路延长线大白庙村家乐福超市一层,28,https://img.meituan.net/600.600/msmerchant/db00fab658c3661fc92ec793627684cd64503.jpg,3.5
美团,美食,和乐特色小吃,盘龙区麻线营商铺10号（锦悦四季7幢右手边旁）,13,http://p1.meituan.net/600.600/deal/41d144e80f872cf422d1a13398638e9236645.jpg,5
美团,美食,万源川味火锅（金尚俊园店）,盘龙区白云路与穿金路交叉口金尚俊园12幢1-2层3室（乐尚ktv背后）,35,http://p1.meituan.net/600.600/mogu/7d0135928372e7af8b22b50ea996bb1b120748.jpg,4.2
美团,美食,独味美蛙鱼头,盘龙区万宏路171号（福宁春酒店斜对面）,70,http://p0.meituan.net/600.600/mogu/21179921aab5aaaf1b40bd04dbee9f20351664.jpg,3.8
美团,美食,必胜客（白云店）,盘龙区北京路1035号金苑商厦白云家乐福1楼,62,https://img.meituan.net/600.600/msmerchant/8b52f948d34c5686b5c64b2bfc90b2db1198458.jpg,3.5
美团,美食,今豪甩傣味米线,盘龙区锦武路麻线营村B组团38号5-7单元10号商铺,0,http://p1.meituan.net/600.600/deal/3e2b19826405fb001b509330ef46edfd60910.jpg,3.5
美团,美食,王氏牛筋面,盘龙区穿金路金尚国际A座一楼,15,http://p0.meituan.net/600.600/deal/bbee3df3a365d135722bb5b0860dd57688586.jpg,4.1
美团,美食,味绝美蛙鱼头（金星店）,盘龙区金星东门裕康路194号（麻线营旁）,56,http://p1.meituan.net/600.600/deal/a1f28310a15dd7aca7d517be456bf1f1149059.jpg,3.8
美团,美食,宫廷饼屋（金星店）,盘龙区颐圆小区颐欣里3幢1层16-17号,27,http://p0.meituan.net/600.600/deal/0ec5c83a2191ad3d773cb24feab0e18870337.jpg,3.9
美团,美食,鼎吉茶客（金星店）,盘龙区白云路与颐园路交叉口北金星南门,10,http://p1.meituan.net/600.600/mogu/d5a7fd05234d6581ea9a4f22e536efd0557970.jpg,5
美团,美食,宿之屋·清真餐厅,盘龙区穿金路180号,0,https://img.meituan.net/600.600/msmerchant/0d5357472b84f65f09cc35ffd737eb21120731.jpg,4.6
美团,美食,恒香饼屋（同德广场店）,盘龙区北京路同德广场购物中心负一层,0,http://p0.meituan.net/600.600/mogu/2e4adb3a01d02ac24a6d3d1a219dfcb9190354.jpg,4.2
美团,美食,傣家美味小吃,盘龙区金星小区西门往前400米金星农贸市场后门,30,http://p0.meituan.net/600.600/xianfu/855b859414be55efc4ddcbec5c773bad464668.jpg,3.9
美团,美食,秦云老太婆摊摊面,盘龙区北京路金色年华A座B3区,12,http://p0.meituan.net/600.600/mogu/ca464eefba9b4c92b7c34f4331825f06239530.jpg,3.8
美团,美食,沙拉时光（金尚店）,盘龙区金尚俊园C座1楼7号,40,http://p0.meituan.net/600.600/waimaipoi/32e015eab0492a1110b5e76890838bb172812.jpg,0
美团,美食,面道（万宏店）,盘龙区万宏路锦悦四季2栋106商铺,10,http://p1.meituan.net/600.600/mogu/317f2af5711f12703c341d9a2b3e737d67846.jpg,4.6
美团,美食,荃家手作烘焙 FamilyCakes,盘龙区王旗营路金尚俊园C座01号商铺,0,http://p1.meituan.net/600.600/deal/8d0a5da796ddea3119194f2777221798217780.png,3.5
美团,美食,炝炝0號（颐园里店）,盘龙区颐欣里5栋2单元101号,30,http://p0.meituan.net/600.600/mogu/14b1e997f230488ff54d441d9ef76d3033406.jpg,4.7
美团,美食,深夜食堂,盘龙区白云路380号附3号（嵩明滇源大厦1楼）,0,http://p1.meituan.net/600.600/deal/3cb5b576ddb441baba926e80aecf5276112142.jpg,0
美团,美食,快乐厨师（金星店）,盘龙区白云路523号附3号工商银行旁,10,http://p0.meituan.net/600.600/deal/__47358681__4360413.jpg,4.4
美团,美食,重庆火锅江湖哩（金星店）,盘龙区金星路7号,40,http://p1.meituan.net/600.600/mogu/fb8d74a98c84639bcc4620076a3246bb78398.jpg,4.6
美团,美食,浓香园食府（金星店）,盘龙区金星小区金星路4号（颐园路与金星路交叉口）,46,https://img.meituan.net/600.600/msmerchant/df1296157537869fbfbb750764c982ba69736.jpg,3.5
美团,美食,MAX SEE热麦喜,盘龙区白云路颐园小区466号附1号-附2号一层,0,http://p0.meituan.net/600.600/waimaipoi/c94d4f07b6e3e11d0d50c37660da6eb824402.jpg,0
美团,美食,THE MOAI CAFE,盘龙区金星小区内金星路98号,31,http://p0.meituan.net/600.600/mogu/b73457c0f0a43713cfef6da04b2f0524483093.jpg,5
美团,美食,彝寨人家（万宏路店）,盘龙区万宏路300号（金星小区东门旁）,51,http://p0.meituan.net/600.600/mogu/79741db0849ce7066af6af839717e545274226.jpg,3.9
美团,美食,黑龍茶（白云店）,盘龙区北京路广场金色年华商场1层B1区附1号,19,http://p0.meituan.net/600.600/deal/68ad495a0cc1fefa84e7366d1ef5273040202.jpg,4.1
美团,美食,1314一杯会说话的茶（金江路店）,盘龙区金江路53号,10,https://img.meituan.net/600.600/msmerchant/feb15271b7f2568b01809be4806791e934887.jpg,4.4
美团,美食,一00柒烘焙,盘龙区金尚俊园二期4栋10号商铺,25,http://p1.meituan.net/600.600/mogu/96941d4e557273200ce0ba37dc1bd0aa210438.jpg,5
美团,美食,晶晶家私房香辣蟹（锦悦四季店）,盘龙区万宏路锦悦四季2-101商铺,47,https://img.meituan.net/600.600/msmerchant/2a3fd91e4718a9462903b9ae87a4dea5848437.jpg,3.9
美团,美食,重庆鸡公煲,盘龙区颐欣里4栋4单元102,23,http://p1.meituan.net/600.600/deal/e7b0ffe3faffcff4e23e97321dffb8e6135037.jpg,3.6
美团,美食,广来顺马克主题餐厅,盘龙区金星小区东门裕康花园E栋1号别墅,51,http://p0.meituan.net/600.600/deal/201211/21/_1121194540.jpg,4.4
美团,美食,重庆李记花椒鱼火锅,盘龙区金星路4号铺（金星小区南门，丁字路口）,28,http://p1.meituan.net/600.600/mogu/ab6797cfe8ad37b0abf3bcc3f5267b9155691.jpg,4.5
美团,美食,堡莱那,盘龙区万宏路广瑞中心101号,0,http://p0.meituan.net/600.600/bbia/cbe998a6aaddf08867046d0f145d2a85337884.jpg@42_0_1573_1181a,0
美团,美食,汇贤聚黄焖鸡米饭,盘龙区穿金路178号附2号（宿之屋酒店旁）,20,http://p1.meituan.net/600.600/deal/ffa4a9027f01d6cc6aba1df8a74eb0cc96914.jpg,4.2
美团,美食,带皮小黄牛火锅,盘龙区金星路1、2号,59,http://p0.meituan.net/600.600/deal/76635698ffb85c664054b60e5a6089ad128289.jpg,4.2
美团,美食,西门私厨烧烤,盘龙区金星小区苑华巷48号,37,http://p1.meituan.net/600.600/deal/25bc7ffc2b0d9dad14de479c3ece42de55240.jpg,0
美团,美食,好利来（北京路店）,盘龙区北京路金色年华一楼（北京路与白云路交叉口家乐福旁）,18,http://p1.meituan.net/600.600/apiback/2d4316392ded3eae06154da70015e2e9105449.jpg,3.4
美团,美食,胡佬世家（白云路店）,盘龙区白云路472号,21,https://img.meituan.net/600.600/msmerchant/3e40718f29eba5b1b44fb16baa0e9ad1188003.jpg,3.3
美团,美食,抚仙湖生态石锅鱼（金星路店）,盘龙区金星路12号,30,http://p0.meituan.net/600.600/deal/96e376805db1d14005d3f08a6feb0f9e142447.jpg,4
美团,美食,苗老酸（金色年华店）,盘龙区北京路金色年华1楼,28,http://p1.meituan.net/600.600/mogu/c431dba49b8493570e4e1684a72b82cd82913.jpg,4.1
美团,美食,面包一号,盘龙区万宏路320号（5家卤面馆隔壁，金星东门3路公交车站台处）,0,http://p1.meituan.net/600.600/deal/8bc344e8901c0d62fd67e7355a3fd1f972838.jpg,3.7
美团,美食,一勺春普洱银生食府,盘龙区金星路金星广场星网3号,50,https://img.meituan.net/600.600/msmerchant/83af94e46c3a14644168ad4a100242b3234884.jpg,4.3
美团,美食,丽江野山药腊排骨,盘龙区金星路37号,27,http://p1.meituan.net/600.600/deal/875444978789c4f982b3f0aa9de0352a267959.jpg,3.9
美团,美食,贵州六盘水羊肉米线,盘龙区颐欣里11栋3单元102,8,http://p1.meituan.net/600.600/xianfu/9e755c9640e635531dfa3f5792241987254356.jpg,3.9
美团,美食,小王府羊蝎子火锅,盘龙区白云路368号九洲医院对面,56,http://p1.meituan.net/600.600/mogu/fe23aa9848b5ed3194f7559b364f14c9808442.jpg,3.8
美团,美食,沾益辣子鸡黄焖鸡,盘龙区二环北路金星小区西门金星广场（银生食府旁）,37,http://p0.meituan.net/600.600/mogu/18890031248498c9e760d51533bfcfe369155.jpg,4.1
美团,美食,川西坝子火锅,盘龙区万宏路272号,45,https://img.meituan.net/600.600/msmerchant/b552760c2d2a1ee04c57d565024f99a93416900.jpg,3.7
美团,美食,真味莲心素食,盘龙区金星路42-46号,0,http://p0.meituan.net/600.600/mogu/94886687d39456c930a362dc1e55f4a744682.jpg,3.1
美团,美食,正宗富源酸菜土猪脚（葵花公社店）,盘龙区万华路与二环北路高架桥交叉口旁,30,http://p0.meituan.net/600.600/mogu/7bd878eaa46dd3629857db7599b3c7f1268826.jpg,4.5
美团,美食,蒸好吃（颐欣里店）,盘龙区白云路与颐园路交叉口颐欣小区1栋楼下商铺(颐欣里门口往前50米),20,http://p1.meituan.net/600.600/deal/0b830bc737a327760acbde869d55904e100655.jpg,3.8
美团,美食,谭记火焰山烧烤（金星农贸市场总店）,盘龙区苑华巷13号（金星农贸市场内）,42,http://p1.meituan.net/600.600/deal/cc9de3d08d5a8f880202cecf7b21ed7966408.jpg,4
美团,美食,傣佳楼,盘龙区二环北路金星小区颐园路69号,31,http://p1.meituan.net/600.600/poi/576ec2490551738a9f97c3e9d694931b59392.jpg,4.2
美团,美食,杨铭宇黄焖鸡（麻线营店）,盘龙区锦武路麻线营6号商铺（锦悦四季8栋旁）,19,http://p1.meituan.net/600.600/deal/338937f8b3ce7c70820427c7aef7fb1c49961.jpg,5
美团,美食,老仓醋米线（金尚俊园店）,盘龙区穿金路178号,10,http://p1.meituan.net/600.600/waimaipoi/ee8177ad972bed658c27ca8d6c36356334816.jpg,3.9
美团,美食,重庆临江门传承老火锅,盘龙区云南省昆明市盘龙区穿金路白云路416号,50,http://p0.meituan.net/feop/d91337976e8f9540e31caaff3eeffd3c57619.png@600w_600h_1l,0
美团,美食,正宗富源酸菜猪脚火锅,盘龙区金尚俊园门面,25,http://p0.meituan.net/600.600/deal/7e51f45eaa918b991aac111069722567128908.jpg,3.5
美团,美食,福锦记鸡汤米线（林业大学店）,盘龙区昙小路白龙寺村350号,14,https://img.meituan.net/600.600/msmerchant/3840fe06d08896c1238eab195e04c8b3246238.jpg,4.5
美团,美食,寻秘过桥米线（大喜时店）,盘龙区东三环路白龙路431号大喜时婚礼宫正门一楼,52,https://img.meituan.net/600.600/msmerchant/e0ab34cdcade20e88a86c6f016ae733479813.jpg,5
美团,美食,牛三锅酸汤牛肉（白龙寺店）,盘龙区白龙路东段万派中心停车场（近石闸立交桥）,29,http://p0.meituan.net/600.600/mogu/4f173735fa8d59a518d49867ccb85ce9189968.jpg,5
美团,美食,天香捞火锅自助火锅,盘龙区昙华路白龙寺村362号（建华学校旁）,29,https://img.meituan.net/600.600/msmerchant/9911cbf369ab990ba72338cbcbd5880f169332.jpg,5
美团,美食,雅府木桶鱼,盘龙区西南林业大学白龙校区世纪龙苑南门对面,40,http://p0.meituan.net/600.600/mogu/56402531db7e5c384a1caaa90d417d38150497.jpg,5
美团,美食,爵客牛排自助,盘龙区昙小路西南林业大学6号门右手边2楼,0,http://p0.meituan.net/600.600/mogu/1a3faf284736dfb294bc23a9bdc83cee58303.jpg,4.8
美团,美食,小懒鸡：昭通天麻火腿鸡火锅,盘龙区青云街道世纪龙苑二期美林小城，超宇网吧旁,30,http://p0.meituan.net/600.600/mogu/c4f9b4bfe7bd60dc31e6d7ed303fb39758973.jpg,4.2
美团,美食,金五门秘制时尚火锅（金瓦路店）,盘龙区云南省昆明市盘龙区金瓦路金沙路15号,60,https://img.meituan.net/600.600/msmerchant/6a832f4bac66dce7072170e38764415e49346.jpg,5
美团,美食,泡面小食堂,盘龙区白龙路呈祥美食城25号（白龙寺旁）,15,http://p0.meituan.net/600.600/mogu/c2dfaa28fbb565c40d5f9d1688d85f6d547429.jpg,4.9
美团,美食,袍哥纸上烤鱼（总店）,盘龙区白龙路人与自然D区23幢1号商铺,43,http://p1.meituan.net/600.600/deal/d053657544a0bd69f0f3325809408988107785.jpg,4.4
美团,美食,龙门花甲（西南林大店）,盘龙区西南林业大学美食城20号商铺,18,http://p1.meituan.net/600.600/deal/0bc007cbd3cbebce75fd01a82cea200859667.jpg,4.6
美团,美食,大理砂锅鱼,盘龙区世纪龙苑对面（洪园饭店旁20米）,38,http://p0.meituan.net/600.600/deal/14e84c0f0e2af958d5f0b90d60a274b7144417.jpg,5
美团,美食,古茗,盘龙区白龙路白龙寺380号附3号（西南林业大学2号门口）,7,http://p1.meituan.net/600.600/dealwatera/d7447cfdd26eac098e7b0a8cf5d36ca0132359.jpg,4.7
美团,美食,白龙海鲜大咖,盘龙区白龙寺村337号（南院路恩来酒店1楼）,50,https://img.meituan.net/600.600/msmerchant/0c63743ae49665211e58925071b4a106447348.jpg,4.7
美团,美食,同诚火锅（昆明店）,盘龙区龙华路633号万派美食街,38,http://p1.meituan.net/600.600/mogu/4348fe25c662ee2a5910461e2a1a8835308376.jpg,5
美团,美食,雪兰鲜奶屋（海思店）,盘龙区南院路白龙苑小区17栋11号商铺,12,http://p1.meituan.net/600.600/deal/3b296bcd204cf260198cbb999f52f38f34722.jpg,3.5
美团,美食,滇昭园-昭通天麻火腿鸡,盘龙区青云街道南院路西南林业大学白龙校区1号门（75路公交车站牌后）,31,http://p0.meituan.net/600.600/deal/e911ec6be36218c7557cd10240590312152939.jpg,4.4
美团,美食,重庆鸡公煲（西南林大店）,盘龙区南院路呈祥综合市场美食城内,32,http://p0.meituan.net/600.600/mogu/0ec8cb8ad4d681ccbcce2fbe41f04a2a60520.jpg,4.2
美团,美食,老玉林小郡肝砂锅串串,盘龙区白龙路西南林业大学邻街商铺50号（洪园饭店旁）,48,http://p1.meituan.net/600.600/mogu/2f494f01097f8743af3dfed0d32191ce41994.jpg,3
美团,美食,从前有只猫咖啡书屋,盘龙区西南林业大学酒吧一条街人与自然小区23栋1号商铺,30,http://p1.meituan.net/600.600/mogu/b8b4c3e4328ce8dc0aa70e848756da4d86224.jpg,5
美团,美食,江川三道菜（得胜世博店）,盘龙区白龙路石闸立交桥金色俊园2号门斜对面,52,http://p0.meituan.net/600.600/mogu/6868dfa2fa9bc4bc590dd2ca69f46f5c626926.jpg,3.5
美团,美食,皇茶西南林大店,盘龙区白龙路白龙寺村344号,15,http://p1.meituan.net/600.600/deal/101353ce9c3657ee6d382ead76e3b5db52093.jpg,4.9
美团,美食,随食约.袍哥纸上烤鱼音乐餐吧,盘龙区白龙路西南林业大学美食城（原炉火纯青）,30,http://p1.meituan.net/600.600/mogu/4b8a4676500e46aeba1d5c6d52aa9471162924.jpg,3.7
美团,美食,正宗富源酸菜猪脚火锅（西南林大店）,盘龙区景泰街西南林学院呈祥综合市场内,24,http://p1.meituan.net/600.600/mogu/88caa8ad49a36485021ce70f5a1fac23168881.jpg,0
美团,美食,垚源健康厨房,盘龙区博海路晨曦街洋房1排108号,60,http://p0.meituan.net/600.600/mogu/6917d73255093d385ca3c8254d0d17b2302626.jpg,3.5
美团,美食,火烧火烤传统烧烤,盘龙区青云街道西南林业大学2号门旁边呈祥美食城里面,20,http://p0.meituan.net/600.600/mogu/7b4a7c192169b7df4289c2730cb812cf113455.jpg,4.4
美团,美食,Royaltea宸御皇茶,盘龙区西南林业大学南院路世纪龙苑2区12栋4号,13,http://p0.meituan.net/600.600/mogu/156382b07f8944c5fbd6e720288f43d824821.jpg,4.5
美团,美食,诸葛烤鱼（西南林大店）,盘龙区西南林业大学2号门呈祥综合美食城,31,http://p0.meituan.net/600.600/mogu/d8bd5ba766e3a143f8690e7218eeee46108039.jpg,3.7
美团,美食,穆尚轩清真餐厅,盘龙区东三环路白龙路439号园博花鸟市场对面,45,http://p0.meituan.net/feop/d91337976e8f9540e31caaff3eeffd3c57619.png@600w_600h_1l,0
美团,美食,叁毛与荷西,盘龙区西南林大坡角巷内酒吧街中段（世纪龙苑9-2栋2号铺）,25,https://img.meituan.net/600.600/msmerchant/345291c9e52dfa657e38e7be6b688b1c130357.jpg,4.5
美团,美食,小民食堂,盘龙区白龙路西南林业大学351号,17,http://p1.meituan.net/600.600/deal/4c2cb25a157f1ed577b8355c13cfbc1855702.jpg,4.3
美团,美食,贵州私房菜,盘龙区地安巷232号,50,https://img.meituan.net/600.600/msmerchant/46782ec5b9082a1c2a8b0c11effe7df5225747.jpg,0
美团,美食,杨国福麻辣烫（西南林学院店）,盘龙区南苑路白龙寺村350号,15,https://img.meituan.net/600.600/msmerchant/5dc1d2d3175a2b54697a2c71aa8c783d5618406.png,4
美团,美食,北京烤鸭,盘龙区白龙寺村农贸市场旁265号（恒信日化对面）,26,http://p1.meituan.net/600.600/deal/c402a5ad99c76ca32a2e1650ea8e11c777846.jpg,4.1
美团,美食,彝人部落牛汤锅（西南林大店）,盘龙区世纪龙苑9-2幢商铺,50,http://p0.meituan.net/600.600/deal/ad43478f947bddfb4a996df66f3cd9b3264020.jpg,3.9
美团,美食,青和小锅米线,盘龙区白龙寺昙小路354号,13,http://p1.meituan.net/600.600/deal/20fdade68fc6a527f1d6257936d5867a58445.jpg,4
美团,美食,滇鑫园红河干锅旱鸭（寺瓦路店）,盘龙区寺瓦路监狱电站用房A栋6-7商铺,40,http://p0.meituan.net/600.600/deal/e906218159b06b2a5f617b4e45382bbd94266.jpg,3.9
美团,美食,省家协后花园烧烤,盘龙区昙小路中段昙景巷535号,30,http://p1.meituan.net/600.600/deal/39086b451c04bf7bf9b699a5963d7a84121625.jpg,3
美团,美食,李记巴蜀人家,盘龙区白龙寺西南林大三农场一栋一号,28,http://p0.meituan.net/600.600/deal/cb6573394675e989b29ee3fd8850811c236366.jpg,3.9
美团,美食,老宝妈小吃店（林大店）,盘龙区白龙寺村304号,995,http://p0.meituan.net/600.600/deal/ba03f3eab3459845b987cc1248200d4478712.jpg,0
美团,美食,金塔傣乡（白龙寺店）,盘龙区西南林业大学生活区（白龙寺村306号）,48,https://img.meituan.net/600.600/msmerchant/4c30a607bfb0b0389ca6399461a6a00a37946.jpg,3.4
美团,美食,米罗蒂奇烘培坊（西南林大店）,盘龙区南院路大全眼镜旁,25,http://p0.meituan.net/600.600/mogu/23a698c9ae089419146a91c06ba68cfa112292.jpg,3.5
美团,美食,省家协两棵树柴火鸡,盘龙区昙景巷535号,41,http://p0.meituan.net/600.600/deal/6a989d7f23a3f0ddadd73960ce23b50e134482.jpg,3.8
美团,美食,福照楼汽锅鸡饭店（世博低碳中心店）,盘龙区世博低碳中心漫谷B座4楼-1号（中信银行楼上四楼商铺）,68,https://img.meituan.net/600.600/msmerchant/50cb562fd9190b3642d855dc4f0cce6d274222.jpg,3.1
美团,美食,世博花园酒店自助餐厅,盘龙区世博路5号（近穿金路世博园）,137,http://p0.meituan.net/600.600/deal/__25781860__9638828.jpg,4.8
美团,美食,沸腾地带自动升降火锅（云南印象店）,盘龙区铂金大道云南映象南区76栋7号商铺,45,https://img.meituan.net/600.600/msmerchant/8599e4879bcc68288dc927055eadbe67120816.jpg,5
美团,美食,勺一蛙美蛙鱼头（北辰店）,盘龙区北辰大道和丽景园东路十字（哈弗4S店旁）,47,http://p1.meituan.net/600.600/mogu/551e462c4df9a1173ad48c67f888fb8661171.jpg,4.2
美团,美食,爱伲牛肉自助火锅（世博店）,盘龙区白龙路510号（中国建设银行旁）,63,http://p0.meituan.net/600.600/mogu/9be46ae6848da297d8f814d626f3837072973.jpg,4.3
美团,美食,乐道9号蒸汽海鲜,盘龙区世博路与穿金路交叉口低碳中心漫谷B3-1,141,http://p0.meituan.net/600.600/dealwatera/bbb587f22c7935e72408ff02179701b2120607.jpg,4.4
美团,美食,九九鸭脖（云南映象店）,盘龙区云南映象c区26栋4号商铺,0,https://img.meituan.net/600.600/msmerchant/6d311c370e71c704cc7bcd63b2c4051936856.jpg,0
美团,美食,小瓦房十里鸭香园,盘龙区世博片区云山新村323号附1号,39,http://p0.meituan.net/600.600/deal/59163b70eb7b78e232874e2ddc378286312203.jpg,5
美团,美食,李记杨林酒厂酸菜鱼,盘龙区盘龙区丽景园东路28号,35,https://img.meituan.net/600.600/msmerchant/b3771daa92e635e8d72af9027bf140ad45624.jpg,5
美团,美食,锋霖酸菜牛肉经典火锅,盘龙区铂金大道云南映象花好月圆2期81栋1号商铺,37,http://p1.meituan.net/600.600/mogu/6e272ea1742b9d3f2adbfbeed4587fe7113569.jpg,5
美团,美食,老东粥皇（低碳中心店）,盘龙区穿金路与世博路交叉口12号低碳中心负一楼,34,http://p1.meituan.net/600.600/mogu/b9cb7d80fcff480dce2df20c1631ebf454000.jpg,3.8
美团,美食,红猪贵州红酸汤锅,盘龙区清河巷457运动公园内,35,https://img.meituan.net/600.600/msmerchant/0672e30c4842f04980008b274fd8be1c3437329.jpg,4.8
美团,美食,羊城记忆,盘龙区穿金路与世博路交叉口低碳中心负一层,62,https://img.meituan.net/600.600/msmerchant/e3c7ad6be140e3539b17ff6cc309b8185789696.jpg,4.1
美团,美食,结缘点菜馆,盘龙区北辰大道盛唐城C2栋二楼,31,http://p1.meituan.net/600.600/mogu/f68e0fd89018eff424ecca75255db23e591188.jpg,5
美团,美食,七彩云朵-蟹逅缅甸辣螃蟹（盛唐城店）,盘龙区穿金路466号（俊发盛唐城一区商业街c102号）,40,http://p0.meituan.net/600.600/mogu/6417cd395176f514a3095038dfaa532766724.jpg,5
美团,美食,食佳韵,盘龙区青云街道穿金路765附1号（young社区汽车电影主题公园旁）,30,http://p0.meituan.net/600.600/mogu/89792c6619e1df870937f2f022937b4299563.jpg,4.5
美团,美食,雪兰鲜奶屋（泽宇店）,盘龙区穿金路印象首日封15栋15-1号,13,http://p0.meituan.net/600.600/mogu/bff2185028b9341644c54d0c015ce98f20482.jpg,0
美团,美食,傣家院坝,盘龙区清河巷457运动公园内,50,http://p0.meituan.net/600.600/deal/f5742150afa15dcee8486d1fe2e7ff46140980.jpg,4.5
美团,美食,王姐留一手烤鱼,盘龙区铂金大道云南映象城市花园3栋01号商铺,23,http://p0.meituan.net/600.600/mogu/2872f88f44e7a8faec84d2a9b6a8f3b9181111.jpg,5
美团,美食,山人野生菌餐厅,盘龙区东三环北苑农场品综合批发市场B2-15-17,0,https://img.meituan.net/600.600/msmerchant/e1feacd35f5475f29529a8da1500a06c218684.jpg,3.5
美团,美食,老宋烤羊腿（穿金路店）,盘龙区穿金路721号（煤机总厂院内原牧羊人炭烤羊排）,50,http://p1.meituan.net/600.600/deal/3b76717e417d3034f29274c000f7d94d116964.jpg,4.4
美团,美食,小确茶（盘龙旗舰店）,盘龙区铂金大道世纪华联生鲜超市门口,18,http://p0.meituan.net/600.600/mogu/dd3e2eb76dc97a99ca97ea0e22c859b539491.jpg,4.4
美团,美食,鸿福来食府,盘龙区穿金路波罗村2345号商铺,45,http://p1.meituan.net/600.600/mogu/c4a2d2f4d6687b133fd283ca4bd142b6230148.jpg,4.1
美团,美食,云尚吉庆鲜花饼（云南印象店）,盘龙区铂金大道云南映象主题文化小区花好月圆70幢14号商铺,23,http://p1.meituan.net/600.600/bbia/74b7b7a3776d290fe0b827fa0e290616144137.jpg@-19_0_659_494a,3.8
美团,美食,菌海映象森林餐厅,盘龙区东三环原北苑农产品综合批发市场办公室一楼二楼,70,http://p1.meituan.net/600.600/mogu/4a3800d07b86e95caea5283dfb46faa252399.jpg,3.5
美团,美食,老房子阳光水乡大酒楼,盘龙区白龙路512号,89,http://p1.meituan.net/600.600/mogu/aca15acada9838a040fde6cbf00c3f53418951.jpg,3.6
美团,美食,丘北文山牛汤锅,盘龙区云南映象小区香续旁,60,http://p0.meituan.net/600.600/mogu/f8883c37d05148abec282d4c95073ac0232813.jpg,4.3
美团,美食,壮家寨子,盘龙区麦冲村36号（金殿水库后山900米加油站旁）,38,http://p1.meituan.net/600.600/mogu/dfde291393863aae3d78e6b7c0cd39fb365408.jpg,0
美团,美食,日食记（北辰店）,盘龙区俊发盛唐城C2地块C6栋负一层CB-113,22,http://p1.meituan.net/600.600/deal/d8ff71d0133310898952f5a3eb86783f9043.jpg,4.3
美团,美食,昌隆园清真餐厅（世博店）,盘龙区园博路清河巷457运动公园内,58,https://img.meituan.net/600.600/msmerchant/d2f4c1d46229441e15eee1c99fec538e49071.jpg,0
美团,美食,丰米台北鸡油饭（盛唐城店）,盘龙区俊发盛唐城C2地块C6幢C125号商铺,23,http://p0.meituan.net/600.600/waimaipoi/2ff339e5a753bf7acd0806b956878a26130299.jpg,3
美团,美食,爱尚简餐,盘龙区云山村339号1号门面,0,http://p0.meituan.net/600.600/waimaipoi/cf4b19566251c13658ff8288d62c1e0730720.jpg,0
