网站名,类别,商家名称,地址,人均消费,缩略图,评分
美团,美食,牌坊棒棒鸡,官渡区金源大道世纪金源购物中心车立方负一楼,18,http://p1.meituan.net/600.600/deal/1d37d985909a128878666678e85ae3be191356.jpg,4.4
美团,美食,云菌园·猪肚包鸡 野生菌火锅（世纪城店）,官渡区金源大道车立方美食城负一楼,59,http://p0.meituan.net/600.600/mogu/37201043e32e06bbfc769018e8d8689f103732.jpg,4.4
美团,美食,美蛙鱼头火锅（世纪金源店）,官渡区金源大道1号世纪金源购物中心4层（乐巢KTV）,40,http://p0.meituan.net/600.600/mogu/dfa18d101e66ec51d02d10355dd6311f12316.jpg,3.4
美团,美食,老成都川菜,官渡区珥季路88号,39,http://p1.meituan.net/600.600/deal/e6ff514bfc1103efef25354a3c86e02c490280.jpg,0
美团,美食,研酵小山（世纪城店）,官渡区金源大道H段1-05,20,http://p1.meituan.net/600.600/mogu/16255fc19a3bef793fbc6b42cd6aa02a108743.jpg,4.7
美团,美食,我有一只虾（珥季路店）,官渡区珥季路938号（岚春苑小区沿街商铺）,56,https://img.meituan.net/600.600/msmerchant/5fb789b64e72ecb999fc15bd2db3952e82957.jpg,4.6
美团,美食,奋斗蛙美蛙鱼头,官渡区珥季路中段D3-03号,50,http://p0.meituan.net/600.600/mogu/78f47a75e4e35652811c8d56025bebf017403.jpg,4.9
美团,美食,春渔烤鱼,官渡区金源大道车立方汽车市场负一楼,60,https://img.meituan.net/600.600/msmerchant/88017b3f5787840fde02c1e76349a380971818.png,5
美团,美食,满记甜品（金源店）,官渡区金源大道1号昆明世纪金源购物中心二区二层B2-207号铺,36,http://p1.meituan.net/600.600/merchantpic/52ff1ca010e5927e9b380e780120e34f24607.jpg,4.2
美团,美食,老滇山寨（世纪城店）,官渡区金源大道世纪城车立方4楼,50,https://img.meituan.net/600.600/msmerchant/d7db7a9f46f4e94c8b4f0a5d930774a32525056.jpg,4.7
美团,美食,味之念冒菜,官渡区世纪金源购物中心后门（锦泰商务酒店一楼味之念冒菜）,18,http://p1.meituan.net/600.600/mogu/4bd6697a8f2c2419cd6ba445b7b822f8305604.jpg,5
美团,美食,豪格斯牛排自助餐厅,官渡区金源大道金源购物中心车立方四楼中庭扶梯旁008号,0,http://p0.meituan.net/600.600/mogu/08c01ea9fab454e6686ba65d425fb464210489.jpg,3.3
美团,美食,清真·独一味牛全锅,官渡区珥季路596号,33,http://p1.meituan.net/600.600/xianfu/8e562a362b2a8f84c3cc33b52f08463140960.jpg,4.3
美团,美食,虾蟹天下（世纪城店）,官渡区珥季路768号玉春苑,50,http://p1.meituan.net/600.600/mogu/6d2d89cdb2ae136a557be3cd0bd6bc58103591.jpg,4
美团,美食,玉丹·清真酸菜牛肉,官渡区珥季路722号,50,http://p1.meituan.net/600.600/mogu/81c9bc165d551f3908fbe5e996297210182015.jpg,3.5
美团,美食,土豆丁香自助火锅,官渡区珥季路1078号（龙记清汤鹅旁）,0,http://p1.meituan.net/600.600/deal/f18aca9612d69fb5e43b5b3ab1b24214125625.jpg,3.8
美团,美食,重庆火锅工场,官渡区官渡区金源大道世纪金源购物中心B1层（高品会旁）,50,http://p0.meituan.net/600.600/mogu/1fb472a56c5e7000e7659a4f361fc72a795495.png,5
美团,美食,艾雅骨头王小火锅（世纪店）,官渡区车立方负一楼,39,http://p1.meituan.net/600.600/mogu/c646c9da38f171191f61fbcc481099e388034.jpg,3.4
美团,美食,Miss Cake私家烘焙,官渡区金源大道春城时光花园12号地块洛林区1座808,0,http://p1.meituan.net/600.600/deal/d579561d8ae623e14465ccba9450c2eb347554.png,5
美团,美食,世纪金源过桥源风味餐厅,官渡区迎宾路1号彩云北路世纪城旁世纪金源大饭店内,100,http://p0.meituan.net/600.600/deal/714ae4faf07b62a9b87f7f547a6cc914237820.jpg,4.5
美团,美食,串关东烧烤,官渡区珥季路710号,25,http://p1.meituan.net/600.600/mogu/0c756caa00cf04c10ada26da6f7df0a591366.jpg,4.4
美团,美食,香辣活螃蟹,官渡区珥季路972号,35,http://p1.meituan.net/600.600/xianfu/a41e131637de25c01c776ff0b357d90922663.jpg,0
美团,美食,大寨子牛肉,官渡区世纪城观光塔后如意园内,40,http://p1.meituan.net/600.600/deal/3196d08408bb29d01a37cc55efd2bd51156043.jpg,4.7
美团,美食,云歌贡茶,官渡区织布营村249号（中国体育彩票站旁）,10,http://p0.meituan.net/600.600/deal/c5d1c14b08ab41915fb254fe1341bed694431.jpg,4.3
美团,美食,东川红土地特色农家饭,官渡区珥季路842号,30,http://p0.meituan.net/600.600/deal/3858d3d0e2929cf6fa9b567541a9ca0b71523.jpg,4
美团,美食,大指王猪肚包鸡野生菌,官渡区世纪城埃菲尔铁塔如意公园内,35,http://p0.meituan.net/600.600/deal/ecd772d57bcb4393b4c5d96cbe3738f6165092.jpg,4.2
美团,美食,滋拽云州米线,官渡区珥季路1230号,10,http://p0.meituan.net/600.600/xianfu/bd8d67e7d08452700080133b07ca453c47104.jpg,5
美团,美食,山城风光老火锅,官渡区金源大道车立方负一楼香融美食城,48,http://p1.meituan.net/600.600/mogu/c52de86f9c70ca4ec98acc59c46e093b154570.jpg,3.8
美团,美食,火辣壹號烤肉火锅自助,官渡区珥季路农村信用社西30米（珥季路中段公交站台旁）,0,http://p1.meituan.net/600.600/mogu/660816b04887b77a1ab431c235709f94377583.jpg,3.8
美团,美食,小郡肝串串香,官渡区织布营221号,0,http://p1.meituan.net/600.600/waimaipoi/63864f82ab40e6fbfe79d925b52c436834816.jpg,3.5
美团,美食,湖南石锅鸭,官渡区珥季路718号（哈喽酒店斜对面，往大澡堂方向）,30,http://p1.meituan.net/600.600/mogu/8faa11d39c67b1084d7256de89f415c579542.jpg,5
美团,美食,秋葉塘（世纪金源店）,官渡区金源购物中心车立方二楼二区1号,22,http://p0.meituan.net/600.600/mogu/c2e31324c1774ecefcbfb698ae4b1acd51439.jpg,4.3
美团,美食,易家鱼火锅店,官渡区金源大道5号太平寺旁,38,http://p1.meituan.net/600.600/mogu/26238f52e3809df8385c28aeb12d0d7d543853.jpg,5
美团,美食,牛物生鲜牛肉,官渡区世纪城金源大道车立方4楼蓉李记旁,77,http://p1.meituan.net/600.600/mogu/2c7bdf5f29a04f8bd08b6146b5652de9320881.jpg,3.7
美团,美食,飘香煲仔饭,官渡区彩云北路织布营村224号织布营篮球场旁,15,http://p0.meituan.net/600.600/deal/c39171443a091a78d657bf796719b4b735780.jpg,4.5
美团,美食,内蒙古烤全羊（珥季路店）,官渡区珥季路738号,50,http://p0.meituan.net/600.600/xianfu/bf23b9f57c6dc9e5d65600a92c596e82204800.jpg,4
美团,美食,山南羊汤锅,官渡区珥季路778号,53,https://img.meituan.net/600.600/msmerchant/54716adcfeb2c31bae3bd80f83097a7821043.jpg,5
美团,美食,云禾蟹霸香辣蟹,官渡区小板桥街道办事处永丰村19栋10号,35,http://p1.meituan.net/600.600/xianfu/a1871da855aca0bdb9c530c11e95f95930720.jpg,3
美团,美食,南宋汪记,官渡区金源大道1号K3-09,20,http://p1.meituan.net/600.600/deal/3467c64cf2c0b6d05a245d781bd2083946169.jpg,3.5
美团,美食,五味草堂五谷渔粉,官渡区世纪城车立方后永中路段临街商铺,12,http://p0.meituan.net/feop/d91337976e8f9540e31caaff3eeffd3c57619.png@600w_600h_1l,0
美团,美食,重庆老字号万州烤鱼,官渡区小板桥街道办事处永丰村298号（世纪金源背后小门进来50米右拐）,0,http://p0.meituan.net/600.600/waimaipoi/6ce889383bafaed4dd595a88da0d670343008.jpg,3.5
美团,美食,台北帮厨,官渡区世纪金源购物中心车立方4楼,61,http://p0.meituan.net/600.600/dealwatera/ccd48720133429fa2c1842e07072db1255233.jpg,3.2
美团,美食,欢银昭通天麻竹荪火腿鸡（十八分店）,官渡区小板桥社区居民委员会八组织布营村250号（小区房8幢正对面）,25,http://p1.meituan.net/600.600/xianfu/68acf2209a8c41aab3e92ceac5dcd371292864.jpg,5
美团,美食,建水老曲江仁和烧烤,官渡区珥季路696号世纪城商铺D4-06,25,http://p1.meituan.net/600.600/deal/25c54ca54c118fbc1d555dfc75be5ea759246.jpg,4.3
美团,美食,兴兴园（世纪城店）,官渡区世纪城中路华春苑对面（华能澜沧江斜对面）,8,http://p0.meituan.net/600.600/deal/a2b88f5b285a1aaf0e2fb9cacab969c61026514.jpg,4.3
美团,美食,在蜀里老火锅（世纪城店）,官渡区金源大道旁恒丰银行和海伦堡社区医院中间,58,http://p0.meituan.net/600.600/mogu/d57d22180e8d078cf0bca9df776c408a52230.jpg,4.1
美团,美食,焱焱火鸭馆,官渡区金源大道永丰村304号（世纪城家乐福后面）,35,http://p0.meituan.net/600.600/deal/00dcdf252762edf06ed3fb44fba16c85183959.jpg,0
美团,美食,陶茶居私房菜会馆（世纪城店）,官渡区金源大道春城佳墅8栋1C,50,http://p0.meituan.net/600.600/mogu/fcd1d650017be4abf7987511f5bd136d149982.jpg,0
美团,美食,雲集香至素食,官渡区金源大道世纪金源购物中心家乐福负一层,0,http://p0.meituan.net/600.600/mogu/fcc4cc692c45172aad62b36ff7dfe1bd91101.jpg,3
美团,美食,丰爆延边风味烤串音乐啤酒屋,官渡区珥季路1060号（世纪城B段4-03号）,0,http://p1.meituan.net/600.600/waimaipoi/bfaac6ccca8b75ceda0dc197f80ab6d157344.jpg,0
美团,美食,莱姆维比萨餐厅,官渡区金源大道金源购物中心车立方4楼,31,https://img.meituan.net/600.600/msmerchant/31f0f0dd8300868104c885ce79b4caa71289159.jpg,5
美团,美食,留一桌毛肚火锅,官渡区官城路玫瑰湾德克士旁,47,http://p1.meituan.net/600.600/mogu/945e4ea92c949856056ce5ad0b0b638f590402.jpg,3.5
美团,美食,HappyMiss鲜花饼（玫瑰湾店）,官渡区官城路玫瑰湾商业1区S-110号,29,http://p1.meituan.net/600.600/mogu/fe7447357b19bdabf445e5168661164121528.png,5
美团,美食,德克士（玫瑰湾店）,官渡区时尚假日苑2栋2—08号商铺,30,https://img.meituan.net/600.600/msmerchant/d19a185b7bd83f53094d2ffe66430d5420972.jpg,4.8
美团,美食,么么时光•花样小海鲜,官渡区官城路,45,http://p0.meituan.net/600.600/bbia/c37a65a4e1ccc68608e54c564d7408b7663540.jpg@127_51_1026_769a,0
美团,美食,登文·城市花园（官南店）,官渡区官南大道大润发商业广场5楼,87,http://p1.meituan.net/600.600/mogu/7510fa513c1120fe7a99a15df3b5b599347076.jpg,4.4
美团,美食,潮牛道（玫瑰湾店）,官渡区官南大道玫瑰湾时尚假日第2幢04号,66,http://p1.meituan.net/600.600/mogu/0a8c5598e08ed81c98d9eb73fd2982ef237550.png,4.8
美团,美食,外婆味道（官南店）,官渡区官南大道大润发5楼（康乐茶文化城）,44,http://p1.meituan.net/600.600/mogu/1a9e336a3bbb4b579d4abc88c72ac8d447646.jpg,4.3
美团,美食,储缘蛋糕（关上店）,官渡区民小段昆明三十一中正对面（官南大道东面，关上昆明站汇都国际）,33,http://p1.meituan.net/600.600/mogu/e90708d1ccd9c38cae89281b615d34e840868.jpg,4.4
美团,美食,天府棒棒鸡（日新路店）,官渡区日新路与富德交叉口南行20米路西（春城路西片区和馨苑小区5幢1层1号）,19,http://p0.meituan.net/600.600/mogu/7dcddc88550e22becaa7264b7eaec271102488.jpg,4.1
美团,美食,嘉华饼屋（玫瑰湾店）,官渡区官南大道与官城路交叉口东行200米,25,http://p1.meituan.net/600.600/mogu/9d4c644086eec929fe97a3e234975388143273.jpg,4.1
美团,美食,憨石匠土火锅（玫瑰湾店）,官渡区玫瑰湾官城路52号,58,http://p0.meituan.net/600.600/mogu/c9b71a006f93f8ab227b78c3637ef5ed176938.jpg,4.5
美团,美食,傣味云南,官渡区官南大道与福达路交叉口雪铁龙4S店西行200米路北,40,http://p0.meituan.net/600.600/deal/251bc4a513af341570fa698ea11fd2d0138332.jpg,4.4
美团,美食,宣威山野人家（玫瑰湾店）,官渡区官城路陈家庄公交车站对面,38,http://p1.meituan.net/600.600/mogu/f18d27d526dc32b2ce2254287d97e58f210556.jpg,4
美团,美食,柴火土灶坊（希望路店）,官渡区希望路242号（金枫苑斜对面）,57,http://p1.meituan.net/600.600/deal/f3f80925f37344cd8c7e17696173498d37446.jpg,3.8
美团,美食,永昌清真铜瓢牛肉,官渡区官城路玫瑰湾商铺S225号,48,http://p0.meituan.net/600.600/poi/8d63f4b69c4f91559c0bfee0afd3bdd2129024.jpg,4.6
美团,美食,盱眙赫红龙虾,官渡区官南大道与日新路交叉口向东20米（宏涛二手车对面）,16,http://p1.meituan.net/600.600/deal/fe0ee5b53f2eb376351bb27a2cf31dc935649.jpg,4.8
美团,美食,JC cake蛋糕（日新村店）,官渡区苏凤村15号,0,http://p0.meituan.net/feop/d91337976e8f9540e31caaff3eeffd3c57619.png@600w_600h_1l,4.6
美团,美食,宫廷饼屋（小街店）,官渡区铁路怡园小区501栋2号商网（官南大道大润发斜对面）,27,http://p0.meituan.net/600.600/deal/0ec5c83a2191ad3d773cb24feab0e18870337.jpg,4
美团,美食,久禾·居酒屋,官渡区官城路时尚假日民生银行后,20,http://p0.meituan.net/feop/d91337976e8f9540e31caaff3eeffd3c57619.png@600w_600h_1l,3.5
美团,美食,品宴美蛙鱼头（日新路店）,官渡区福德路吉众美食城内,47,http://p1.meituan.net/600.600/mogu/0329fdc8936dec0c1253b70df628252a89030.jpg,4.1
美团,美食,重庆聚源老火锅,官渡区昆明市官渡区苏凤村商铺1－4号（吉众美食城）,50,http://p1.meituan.net/600.600/mogu/f0cbf52353d214666b822d1d48d70a58138372.jpg,4.1
美团,美食,古滇花韵鲜花饼,官渡区邦盛水映长岛9-6号商铺,24,http://p1.meituan.net/600.600/mogu/186223bbf210dcb1c2d7badd608c0951276755.png,4.4
美团,美食,一品粥记,官渡区望江路希望汇耍街8栋109号,30,https://img.meituan.net/600.600/msmerchant/1c04859da3a56ff88dbb01e23038093e40236.jpg,5
美团,美食,红豆园（官南店）,官渡区官南大道大润发商业中心5楼,46,http://p0.meituan.net/600.600/mogu/fb7a7d2c0e9426e39064ca2f8ce54c63326932.jpg,4.3
美团,美食,正宗富源酸菜土猪脚火锅,官渡区民小路三十一中旁双凤村口（玉成宾馆）,0,http://p0.meituan.net/600.600/msmerchant/4ae2f376b9b73340280e186e04c3e1553486659.jpeg,4
美团,美食,崔记蟹蟹香辣蟹,官渡区日新路1657号,50,http://p0.meituan.net/600.600/mogu/c91fc5d7f8c2624af6913fca84c6571454317.jpg,3.5
美团,美食,杨记雲源农家菜,官渡区官南大道大润发商业广场（建新园旁）,35,http://p1.meituan.net/600.600/deal/ffab9d706cb54d7161a05f93391ae8d7140643.jpg,3.5
美团,美食,盘县黑山羊（玫瑰湾店）,官渡区双凤东路邦盛国际茶城南城坊6-27商铺,50,http://p0.meituan.net/600.600/poi/ffee545b8e62b85b122f3ec095b21352106496.jpg,3.5
美团,美食,钱家庄（玫瑰湾店）,官渡区官城路106号玫瑰湾小区4号门南门旁边（假日湾对面）,37,http://p0.meituan.net/600.600/mogu/4c6dd9fb50cceaaa94a79adc2175696431101.jpg,4.9
美团,美食,妙甜烘焙,官渡区大润发商业广场2号1503号,0,http://p0.meituan.net/feop/d91337976e8f9540e31caaff3eeffd3c57619.png@600w_600h_1l,0
美团,美食,重庆金润火锅（假日湾店）,官渡区官城路锦西路交叉口假日湾小区旁,62,http://p1.meituan.net/600.600/deal/bb068d21406a7a118a3f1018af69c85a110410.jpg,3.9
美团,美食,红河干锅旱鸭,官渡区福德路碧水蓝湾小区商铺16号,40,http://p1.meituan.net/600.600/deal/c88c7915ddf0907cf7b7b2e723f8886c128279.jpg,4.7
美团,美食,快乐厨师（锦苑花园店）,官渡区官南大道锦苑花园406号商铺（刘氏蛋糕北隔壁）,24,http://p0.meituan.net/600.600/deal/__28723172__9155039.jpg,4.7
美团,美食,原味坊蛋糕店（锦苑花园店）,官渡区官南大道608号〈送子鸟斜对面〉锦苑花园外围商铺,26,http://p0.meituan.net/600.600/mogu/bd8fb2af5cb05a1e9be2f8bd670363af1075032.png,4.3
美团,美食,重庆老幺火锅,官渡区官南大道百家商业街K06-K08,35,http://p0.meituan.net/600.600/deal/6a2920df8261dda01e3a25b85dc7e6d773083.jpg,0
美团,美食,老脸西南民俗菜馆（希望店）,官渡区希望路242号（金枫院斜对面）,49,https://img.meituan.net/600.600/msmerchant/ab9b00ccc3d78599524fdfbe50b555c61449470.jpg,3.9
美团,美食,牛牛爽（日新店）,官渡区日新村吉众美食城碧水蓝天小区旁,49,http://p1.meituan.net/600.600/deal/65ce0ee1a2ff590315116a8b6a10cb4450173.jpg,5
美团,美食,佤山食府,官渡区云南省昆明市西山区望江路泽惠园8栋Z8D15－2F－2,38,http://p0.meituan.net/600.600/mogu/45587c3e990d81619229b3129a0e70b251397.png,4.3
美团,美食,蟹逅缅甸辣螃蟹（玫瑰湾店）,官渡区箱子公园路玫瑰湾箱子公园购物中心E-13,35,http://p0.meituan.net/600.600/deal/13cc3d45736410e26e2baf0978c3c659134181.jpg,4.3
美团,美食,清合清真餐厅,官渡区官南大道2169号大润发五楼,35,http://p0.meituan.net/feop/d91337976e8f9540e31caaff3eeffd3c57619.png@600w_600h_1l,3.5
美团,美食,老坛秘制酸菜牛肉,官渡区福德路碧水蓝天小区吉众美食城商铺25号,53,http://p0.meituan.net/600.600/poi/9de13595b4dc23351da5deb6d57f42e167584.jpg,3.9
美团,美食,刘记野生菌土鸡火锅店,官渡区官南大道官城路德克士对面,50,http://p1.meituan.net/600.600/mogu/8d525aafbd194d965dbec0f82819155f54709.jpg,4.1
美团,美食,大理特色小厨,官渡区官南大道百家商业街M3号,25,http://p0.meituan.net/600.600/poi/f71ac5c2d567c2a0acb13c78293c097d114688.jpg,3.5
美团,美食,披萨时光,官渡区大商汇希望荟耍街8栋1楼S8117号,0,http://p1.meituan.net/600.600/deal/b0347c7de864e685df102949d71bde8361232.jpg,4
美团,美食,贵州带皮牛肉火锅,官渡区官城路时尚假日苑5幢5-01号,50,http://p0.meituan.net/600.600/bbia/ea5b79e337646fca21c4fd0674bcc7c081804.jpg@65_38_627_470a,0
美团,美食,雪兰社区鲜奶亭（航空小区店）,官渡区官南大道与日新路交汇处航空小区大门口里20米,25,http://p0.meituan.net/600.600/mogu/a863c92578d076f5b68aa6f3ab7b5fd978319.jpg,0
美团,美食,味王广式小厨（玫瑰湾店）,官渡区锦城官南小区假日湾苑2幢109号及117号,38,https://img.meituan.net/600.600/msmerchant/6c345d4aca1a420881b59458dfc7614256705.jpg,3.5
美团,美食,富源酸菜猪脚火锅（官南店）,官渡区官南大道与福发路交叉口（送子鸟医院前行200米）,30,http://p1.meituan.net/600.600/deal/67057b7a097ab02a41d9536cc0a194c7132194.jpg,4
美团,美食,肯德基（官南店）,官渡区官南大道2169号大润发商业广场一楼2号商铺,29,http://p1.meituan.net/600.600/poi/b015364430f7c207f8658e73853ff2fa26624.jpg,3.5
美团,美食,青和小锅米线,官渡区日新路银海森林小区9号商铺,11,http://p1.meituan.net/600.600/deal/702657b8590eb6b4265e7e0938274d58112743.jpg,4.2
美团,美食,清真可可牛菜馆,官渡区玫瑰湾箱子公园A24-29,30,http://p0.meituan.net/600.600/deal/0fa645a75bc78a00900127805a89389a138194.jpg,4.6
美团,美食,鑫源坊昆明传统涮菜,官渡区希望汇风情商业街8栋负一层CY026-CY033、CY035、CY036、CY038号,20,https://img.meituan.net/600.600/msmerchant/804f53e37444dd66ebf5e64dbecefcd0422020.jpg,4.3
美团,美食,小西湖木桶鱼（日新店）,官渡区日新路碧海蓝天小区吉众美食城,40,http://p1.meituan.net/600.600/deal/8cf2d149d44e113aa31be16adab46aee161846.jpg,4
美团,美食,抚仙湖老铜锅鱼,官渡区官南大道福泽苑小区大门口1149号,30,http://p1.meituan.net/600.600/deal/a0176fdffc93f7bc69bee367c6c7d50b138555.jpg,3.9
美团,美食,美芝客（蓝光可可蜜城店）,官渡区盘江西路与前旺路交叉口蓝光可可蜜城01号楼1层11室,26,http://p1.meituan.net/600.600/deal/1b831ab17eb9c8c51e3aee728f53d39e81512.jpg,4.2
美团,美食,红河干锅旱鸭（双凤茶城店）,官渡区双凤东路邦盛茶城6-21号商铺,35,http://p0.meituan.net/600.600/mogu/33c1d9b442e78f363ab01053c3667c1c424866.png,3.4
美团,美食,乡坝头柴火鸡,官渡区福发路15号木水花野生菌交易中心前行300米,55,http://p1.meituan.net/600.600/deal/aac64b63f292422b06126f67960ce589100588.jpg,3.6
美团,美食,台湾多柏思（浅水湾店）,官渡区日新路世纪生活浅水湾小区1期临街13号铺,28,http://p0.meituan.net/600.600/deal/__27498218__9368996.jpg,4.1
美团,美食,妈妈味道,官渡区前景路泽惠园美食城8栋1楼,29,http://p0.meituan.net/600.600/deal/1de9c8b03763ea6271686bb69f0b1a75135483.jpg,4.4
美团,美食,贵州苗乡侗寨酸汤火锅（官南店）,官渡区官南大道百家商业街内,32,http://p0.meituan.net/600.600/mogu/415a6da96c2625dbb9fd6e498224cd23209149.jpg,3.9
美团,美食,正宗富源酸菜土猪脚（双凤新村店）,官渡区双凤新村428号楠林商贸有限公司旁（小河边）,30,https://img.meituan.net/600.600/msmerchant/3ca97ff4d2444c268795775eed8899cc172923.jpg,4.2
美团,美食,味之绝美蛙鱼头火锅,官渡区官城路101号3楼（德克士旁）,69,https://img.meituan.net/600.600/msmerchant/85e7c2ccc99189ff2b4c0c9ae94ae5f168117.jpg,3.3
美团,美食,必胜客（官南店）,官渡区官南大道2169号一层1号,64,https://img.meituan.net/600.600/msmerchant/8b52f948d34c5686b5c64b2bfc90b2db1198458.jpg,3.5
美团,美食,重庆二哥小面,官渡区官南大道大润发商业广场左侧,17,http://p1.meituan.net/600.600/shopmainpic/5056c4115b617c537c781820df53cb64594496.jpg,3.7
美团,美食,思茅老二中鸡脚（大润发店）,官渡区官南大道大润发商业广场（建新园旁）,12,http://p0.meituan.net/600.600/mogu/3033f1404b0330a3ee9e94920448136940257.jpg,3.9
美团,美食,老糊涂串串香火锅,官渡区日新路碧水蓝天小区吉众美食城36号至38号,50,http://p0.meituan.net/600.600/mogu/5b82892bfdaf64e2bb6bbad4933bc4d1182659.jpg,4.2
美团,美食,尹赖仕鸡脚王第13分店（玫瑰湾店）,"官渡区官南大道和官城路交叉口玫瑰湾美食城S205,206",49,http://p0.meituan.net/600.600/deal/f49278b0cd54971534f556242fd43e27112382.jpg,3.7
美团,美食,抚仙湖生态石锅鱼,官渡区日新路吉众美食城23-24,40,http://p1.meituan.net/600.600/deal/a1a09f21b293a9afd0a6bbd294523159138631.jpg,4.2
美团,美食,大蓉和（官南店）,官渡区官南大道中段1598号（近康乐茶文化城）,59,http://p0.meituan.net/600.600/deal/__10048204__4967182.jpg,4.1
美团,美食,福德园,官渡区日新路日新村公交车站附近吉众美食城27一28号商铺,35,http://p0.meituan.net/feop/d91337976e8f9540e31caaff3eeffd3c57619.png@600w_600h_1l,0
美团,美食,天助缘苦笋鸡（官南大道店）,官渡区官南大道陈家营村口（陈家营96号）,41,http://p1.meituan.net/600.600/mogu/a48b2aea6394873c95ef963ea474a5db67084.jpg,3.8
美团,美食,正新鸡排（官南店）,官渡区关上街道办事处官南大道商业广场大润发12号,13,http://p1.meituan.net/600.600/merchantpic/9b14258505aba493d45fe73849c0734220030.png,3
美团,美食,吉隆兴烘焙坊,官渡区关上街道苏凤村15-16号日新村农贸市场对面,19,http://p1.meituan.net/600.600/deal/db2131cb6667f20a5092616e557110ec304097.jpg,4.4
美团,美食,鲜农园（官南大道店）,官渡区官南大道锦城官南小区假日湾苑1幢127号,44,http://p1.meituan.net/600.600/mogu/22ff06567e1d06a426863b506b7550af12301.jpg,3.3
美团,美食,忒思缇意大利咖啡西餐厅,官渡区日新路2212号,65,http://p0.meituan.net/600.600/deal/041c5b5af5dc3fb8d270734a42cb7e2c262885.jpg,4.2
美团,美食,城市农夫家常菜,官渡区双凤路箱子公园内E27-28号,27,http://p1.meituan.net/600.600/deal/9842f0ec6336a1fa502b1d20545e8285124144.jpg,4.5
美团,美食,钢管厂五区后门小郡肝铜锅串串香,官渡区玫瑰湾官城路143号,47,http://p1.meituan.net/600.600/mogu/1cb58f3d65875c2b6a88ec49b378ecda30059.jpg,3.5
美团,美食,小马果果傣味餐厅,官渡区官南大道1598号大蓉和停车场内百家商业街M-1415号,45,http://p1.meituan.net/600.600/mogu/2d2dbd984ff5bf53bb7444edf6a837f7768955.jpg,3.7
美团,美食,重庆锅底捞鲜菜自助火锅,官渡区官南大道大润发购物广场南侧（紧挨大润发广场）,49,http://p0.meituan.net/600.600/deal/31229b002644ac15ec8d4d2c40daf316683882.jpg,3.4
美团,美食,奔跑的辣椒自助火锅,官渡区关上日新村福德路与日新路交叉口南100米（日新立交附近）,52,http://p1.meituan.net/600.600/mogu/a82bd2664c2b3cd8ca1e331c5ff6b717118248.jpg,3
美团,美食,麦卡咖啡酒吧,官渡区官城路时尚假日内（德克士旁边）,0,http://p0.meituan.net/600.600/shopmainpic/c017137a934c01c6216347850483c5f9130352.jpg,5
美团,美食,大理白族一家人,官渡区陈家营村百家商业街N17号,0,http://p1.meituan.net/600.600/deal/07625541e6122cdeaa6d707cfc14955e491317.jpg,3.8
美团,美食,囍糖花园餐吧,官渡区官南大道1143号福泽苑601栋,0,https://img.meituan.net/600.600/msmerchant/83a68848b33a5494baea3d9a48e3a3823472966.jpg,3.5
美团,美食,老咪家饺子,官渡区官南大道1619号附47号,13,https://img.meituan.net/600.600/msmerchant/42e8556d973ff06125a78ea490c2fc3e1251333.jpg,4.1
美团,美食,川味家常小吃店,官渡区官南大道双凤农贸市场G幢5-6号,10,http://p0.meituan.net/600.600/deal/d5505f2c141fd7e6cd491a4f453d647527008.jpg,0
美团,美食,海鲜小卤,官渡区希望汇风情商业街5栋3层S5039号,30,http://p1.meituan.net/600.600/mogu/b2e655e46ae0f0be24753d132fd99c5b527426.png,0
美团,美食,泸州特色豆花烤鱼（官南店）,官渡区第三居民小组E-01号商铺,35,http://p1.meituan.net/600.600/deal/865eb3e0af0c2a9d5142225316b9df6930752.jpg,0
美团,美食,柠檬汁泰式火锅（百家商业街）,官渡区官南大道陈家营百家商业街,40,http://p0.meituan.net/600.600/mogu/5f6f2573de967f20948637cc5bd8df35310745.jpg,3.5
美团,美食,粉囧鱼粉（昆明旗舰店）,官渡区希望路希望荟耍8栋104号,15,http://p0.meituan.net/600.600/mogu/74d7837eb121871c51607e10053e6e18108037.jpg,5
美团,美食,正宗富源酸菜土猪脚火锅店,官渡区官南大道陈家营村1646号,35,http://p1.meituan.net/600.600/deal/a73ad6d4e7838c78a9ef8ff3014d230064348.jpg,3.5
美团,美食,贝诺蒂蛋糕店,官渡区六甲街道办事处陈家社区居民委员会陈家营村Ａ15号（大荣和北100米）,0,https://img.meituan.net/600.600/msmerchant/e61b004f1c819756326893973d5d60211078266.png,4.2
美团,美食,欧亚品质生活馆（日新路店）,官渡区日新路与福德路交叉路口,20,http://p0.meituan.net/600.600/mogu/3adcd8b236d0919f1a14259678edb89e60119.jpg,3
美团,美食,暮色吧,官渡区福德路银海领域小区7-26号商铺,0,http://vfile.meituan.net/600.600/joymerchant/-3642574489532176298-41761172-1528969126068.jpg,4.9
美团,美食,纸味轩纸包鱼,官渡区官南大道陈家营村旁百家商业街内（清沁果缘隔壁）,40,http://p0.meituan.net/600.600/mogu/7fc9f1816a776065ff04401f6eb545351084005.png,4.8
美团,美食,杨铭宇黄焖鸡米饭（玫瑰湾店）,官渡区官城路玫瑰湾小区商业4栋（石屏彝家人背后）,16,http://p1.meituan.net/600.600/mogu/b9a616954da2533f6e433a353fb9961d81240.jpg,5
